MSA_word,count_MSA
أجل,22
أشهر,22
إنهم,22
فضلك,22
المستشفى,22
أختك,22
ينظر,22
الفترة,22
لنفسي,22
رآني,22
سأقوم,22
أحمد,22
الأطفال,21
أفهم,21
سيكون,21
أخذ,21
فعلته,21
إنني,21
تريدين,21
أسبوع,21
أصلا,21
إما,21
الأعلى,21
جاءوا,21
رائع,21
تروا,21
رائعة,21
الكفتة,21
الكعكة,21
والدتها,20
وذلك,20
مسكينة,20
إحدى,20
الصغيرة,20
وعدت,20
لفترة,20
خاصة,20
نعمل,20
يريدون,20
اثنين,20
لكنهم,20
أولادي,20
أضفت,20
الزبدة,20
طوال,19
أقل,19
وهم,19
جعلني,19
أكمل,19
فقد,19
السيارة,19
أدرس,19
الشرطة,19
استخدمت,19
أمينة,19
الأب,18
نذهب,18
ولماذا,18
الكبيرة,18
هذا؟,18
الأخرى,18
ذهني,18
وإن,18
مررت,18
أبحث,18
كلمة,18
سهلة,18
خيرا,18
استخدام,18
حالة,18
بجانبي,18
الحي,18
الثلاجة,18
زلت,18
ولكنه,18
ونحن,18
أبقى,18
عاما,17
أعطني,17
الإنسان,17
تريده,17
المسكينة,17
سيأتي,17
أكبر,17
والدك,17
رأسه,17
أولئك,17
يأتون,17
أحتاج,17
استمر,17
غرفة,17
ذات,17
تجد,17
طريقة,17
أضع,17
أردتم,17
أرسل,16
لمن,16
موجودة,16
اذهب,16
سنذهب,16
أعجبني,16
أتزوج,16
بمجرد,16
يزال,16
القيام,16
حامل,16
زال,16
الأصل,16
تبدو,16
إعجاب,16
الجامعة,16
لأنهم,16
يعرفون,16
أرد,16
للغاية,16
لا؟,16
أهتم,16
عتيقة,16
طبقة,16
كأس,16
والدها,15
ترى,15
القبيل,15
أخبرك,15
أصبح,15
أتعامل,15
الأشخاص,15
الحديث,15
أخته,15
قضينا,15
سألت,15
كأنني,15
عادت,15
أربعة,15
لديكم,15
يبدأ,15
ساعة,15
قضيت,15
لماذا؟,15
إذن,15
تعرفين,15
انتظر,15
أبناء,15
جالسة,15
سأضيف,15
الفرن,15
عنهم,14
العديد,14
أمر,14
سعيدة,14
يهتم,14
ترغب,14
إنسان,14
رأسها,14
لكني,14
تعال,14
أحدهم,14
فعله,14
العائلة,14
وتحدثت,14
للعمل,14
عملي,14
نفسها,14
أعتقد,14
إلهي,14
تقلق,14
الخطأ,14
خائفة,14
أمك,14
تأخذ,14
لأي,14
وبدأ,14
ينبغي,14
وبقي,14
عذرا,14
وجدته,14
وبصراحة,14
ستة,14
بطريقة,14
عادة,14
الحائط,14
أحبك,14
بعيدا,14
أحبه,14
صابرة,14
غاضبة,14
كعكة,14
بعضهم,13
ابنتك,13
ورغم,13
يكفي,13
موجودا,13
يمر,13
والدته,13
أترك,13
ونصف,13
تعني,13
رسالة,13
ألم,13
أثناء,13
طويلة,13
ليسوا,13
المباشر,13
قطعة,13
الدراسة,13
نرى,13
والدتك,13
قام,13
كنتم,13
أمسك,13
سيء,13
المنطقة,13
وأخذت,13
وجاء,13
فلا,13
جديدة,13
ابنتها,13
تريدون,13
كثيرة,13
حياة,13
صراحة,13
قمنا,13
بتلك,13
كلما,13
أسمع,13
يحبني,13
تصبح,13
ستكون,12
كاملة,12
إسراء,12
الفرصة,12
يأخذ,12
فرصة,12
لاحقا,12
لنذهب,12
وتلك,12
كذلك؟,12
القطة,12
مكانه,12
أخوك,12
البث,12
الملابس,12
ببعض,12
عادية,12
العودة,12
يأتوا,12
صغيرا,12
أضعه,12
أفعله,12
أختها,12
غادرت,12
عاديا,12
بشأن,12
سقطت,12
ملابسي,12
الأكبر,12
بدأوا,12
أخاف,12
وأنتم,12
وأريد,12
الأكل,12
جميلا,12
ظل,12
واستمر,12
فكرة,12
أستخدم,12
الوصفة,12
القناة,12
رائعا,12
الكريمة,12
إعجابكم,12
نريد,11
تعالي,11
العيش,11
فلم,11
خطأ,11
زالت,11
تضع,11
اسمه,11
لك؟,11
رقمي,11
جاهزة,11
آخذ,11
إضافة,11
اذهبي,11
القضية,11
قوية,11
أتمكن,11
عدنا,11
استيقظت,11
يأكل,11
ابنها,11
يمكنه,11
هبة,11
عائلة,11
يتم,11
مريضا,11
يقوم,11
أعرفه,11
اللواتي,11
بدأنا,11
عملت,11
دعونا,11
جزيلا,11
أقصد,11
يجلب,11
للتو,11
البارحة,11
فقدت,11
وضع,11
وكأنه,11
لوحدي,11
أضحك,11
بك؟,11
ولكنني,11
بالراحة,11
أنظر,11
كأنه,11
منزل,11
ضربة,11
الخطة,11
أعطيه,11
أولاد,11
بعضنا,11
نكن,11
سيئة,11
أخذتها,11
صامتا,11
ماذا؟,11
وبعدها,11
المسؤولية,11
بتحضير,11
ملعقة,11
بطبيعة,10
الثانية,10
كبيرا,10
وأردت,10
رجلا,10
تبدأ,10
أتيت,10
فأنا,10
رأيته,10
سأخبركم,10
رقمك,10
صحيحا,10
أريدك,10
الخادمة,10
أراه,10
توقفت,10
سيئا,10
أنام,10
وكأنني,10
وسألت,10
دعني,10
ظللت,10
واقفا,10
مثلما,10
لنرى,10
بجانب,10
سأقول,10
يحتاج,10
كفى,10
متى,10
الأوراق,10
أستمر,10
شراء,10
وقتا,10
البكالوريا,10
أدركت,10
تزال,10
الحقيبة,10
أعطيت,10
أرادت,10
ابنك,10
خمسة,10
أربع,10
ويريد,10
عدة,10
منزلي,10
فقمت,10
وأراد,10
ورقة,10
ظهرت,10
البضائع,10
سيارة,10
الجزار,10
كأنها,10
الغرفة,10
أهله,10
لكم؟,10
الخطوبة,10
العلاقة,10
وأضيف,10
كمية,10
أيها,9
يفعلون,9
بدلا,9
استمرت,9
وأن,9
لذيذة,9
يزعجني,9
الرأس,9
أظن,9
الجيد,9
تهتم,9
تستطيع,9
وماذا,9
يمكننا,9
بأنها,9
مختلفة,9
الرغم,9
بالمال,9
الأموال,9
وأرى,9
هاتفي,9
قصيرة,9
جاؤوا,9
يتحدثون,9
المساء,9
أحضرت,9
تحتاجين,9
ويأتي,9
وأمي,9
فهمت؟,9
العملية,9
أكملت,9
وانتهى,9
ببساطة,9
أرادوا,9
المعاناة,9
سامحني,9
صنعت,9
يوتيوب,9
يتصرف,9
أحدا,9
وبالنسبة,9
يجعلك,9
يترك,9
منزلهم,9
التقيت,9
وأشعر,9
لأول,9
بنفسك,9
فاطمة,9
إيطاليا,9
لأننا,9
وأخذ,9
سأفعل,9
سألتني,9
إني,9
قاموا,9
مجددا,9
عنا,9
الأخيرة,9
بعمل,9
وابن,9
الآخرين,9
المسألة,9
جهة,9
رفعت,9
طرق,9
وكأن,9
صعبا,9
خارجا,9
أضف,9
النوم,9
تركته,9
ثقة,9
بخير؟,9
وضعتها,9
بأنفسكم,9
الأخوات,9
وذهبنا,9
لآخر,9
جعلت,9
متأكدة,9
يلتصق,9
فإن,9
رأتني,9
بصنع,9
سأريكم,9
الأحمر,9
عمله,9
أضعها,9
علبة,9
الحشوة,9
الخميرة,9
تستمروا,9
مرتين,8
إليكم,8
يستطيع,8
ووجدت,8
أرجوك,8
دقيقة,8
سأعطيك,8
لأحد,8
افعل,8
متزوج,8
معجبة,8
أعجبتني,8
فعلت؟,8
أجلك,8
أسأل,8
انتهينا,8
ورأيت,8
أتكلم,8
عشرة,8
رائحة,8
نحو,8
صديقي,8
درهما,8
الصعب,8
يرام,8
يدرس,8
وأحيانا,8
وشيء,8
رأوني,8
نجد,8
سأعمل,8
الفوضى,8
واضحا,8
الأخبار,8
بجدية,8
سأبدأ,8
قريبة,8
الدخول,8
كأن,8
بجد,8
المقهى,8
فضلكم,8
أطفال,8
للأطفال,8
أستيقظ,8
أمشي,8
اثنان,8
جالسا,8
حاملا,8
أخيرا,8
أعتني,8
استمررت,8
لأرى,8
مطلقة,8
تركتها,8
ذلك؟,8
وأحضر,8
قضية,8
يقترب,8
أنتظر,8
كلاهما,8
ملابس,8
غاضبا,8
لزوجي,8
الولادة,8
العطلة,8
يبيعون,8
السرقة,8
معروفة,8
الفرح,8
بكثرة,8
سألني,8
أخبرني,8
قامت,8
فشيئا,8
لابني,8
تجلب,8
تتصرف,8
السلامة,8
نأكل,8
النارية,8
وسوف,8
وبدأنا,8
الشوكولاتة,8
ولهذا,8
مرتاحا,8
وبالتأكيد,8
أقمنا,8
زيادة,8
وفقط,8
اصبري,8
يعاملني,8
يعجبه,8
أني,8
الإنترنت,8
ماء,8
مرتاحة,8
أفعلها,8
داخلي,8
يعتمد,8
بشدة,8
يحتوي,8
بإذن,8
دراستي,8
رددت,8
قناة,8
وأضفت,8
تظهر,8
كوب,8
وسأضيف,8
الشوربة,8
الصلصة,8
الفانيليا,8
سأروي,7
تقوم,7
يسأل,7
رأت,7
درجة,7
أحلم,7
أفعل؟,7
دعنا,7
أخبار,7
يحدث؟,7
تستطع,7
أخذني,7
قائلة,7
الحساسة,7
زوجتك,7
وأين,7
دراستك,7
سأكون,7
آتي,7
أوه,7
مفاجأة,7
أعرفها,7
بوجود,7
بمفردي,7
عملا,7
تتعلق,7
الحاجة,7
مجموعة,7
تتوقف,7
وجاءت,7
تعاني,7
الوصول,7
الأبواب,7
أعطي,7
ووالدتي,7
افعلي,7
تسير,7
واضحة,7
يحبون,7
ينقطع,7
القراءة,7
وخاصة,7
تدرس,7
وتحدث,7
بعدما,7
جاءتني,7
بشخص,7
لإزالة,7
هنا؟,7
طيبة,7
الشجار,7
وأصبحت,7
يتركني,7
أجلس,7
قوة,7
جانبا,7
زفاف,7
طرقت,7
حدثت,7
قادم,7
تفعله,7
الكلمة,7
قومي,7
هكذا؟,7
لها؟,7
لدى,7
مكانها,7
أقدم,7
أعيد,7
واصلت,7
نصيحة,7
لأنك,7
شاهدوا,7
ننتقل,7
جئنا,7
بأنني,7
حصل,7
أمها,7
انهضي,7
وصلتني,7
أطلب,7
أتحمل,7
كيفية,7
أظهر,7
الطماطم,7
أبدأ,7
سأحضر,7
اقترب,7
مليئة,7
جعلتني,7
والشراء,7
وأيضا,7
بضعة,7
وبدأوا,7
يحضر,7
زاوية,7
مستوى,7
مكاني,7
الأسفل,7
أشرب,7
بأنه,7
مبكرا,7
وبعض,7
مثلي,7
يصل,7
فتح,7
وراء,7
سعيدا,7
استمررنا,7
وضعنا,7
أخيك,7
جاهزا,7
سنقوم,7
الأزرق,7
سنحضر,7
اعتنوا,7
أرفض,7
وأبكي,7
أعاني,7
معينة,7
تحب,7
حملي,7
النتيجة,7
بقدر,7
ينقصني,7
أشاركها,7
كريمة,7
يسمى,7
لتحضير,7
كيلوغرامات,7
زوجك,7
ويمكنكم,7
باستخدام,7
واستمرت,7
ظلت,7
خفيفة,7
وابنتي,7
نضع,7
الأخطاء,7
أحبكم,7
لذيذا,7
ناعما,7
بالطريقة,7
ينضج,7
أعتذر,7
رطبة,7
الفراولة,7
استخدامها,7
ستبدأ,6
تستمر,6
يمكنهم,6
تحتوي,6
فلانا,6
وأنني,6
ينام,6
مجنون,6
صدمت,6
أخت,6
المفترض,6
تشاء,6
تترك,6
شيء؛,6
اخرجي,6
قائلا,6
ستأتي,6
لتناول,6
أرسلت,6
معي؟,6
ابنته,6
اترك,6
انتهت,6
أراها,6
أخذوا,6
وظل,6
مدينة,6
حالك؟,6
بركة,6
مكانك,6
تتمكن,6
ويجب,6
سألتها,6
نبحث,6
مكانا,6
تحتاج,6
الوظيفة,6
الأغلبية,6
سيدة,6
معرفة,6
كافيا,6
ألو,6
نوعا,6
الجلوس,6
يحب,6
غارقة,6
سن,6
وظيفة,6
مشغولة,6
باستثناء,6
وأبي,6
ونرى,6
تشاهد,6
وغادرت,6
لأمي,6
ضجيج,6
هادئة,6
يرى,6
إنستغرام,6
مليئا,6
لأني,6
آمل,6
درست,6
لأعمل,6
الطهي,6
وكأنك,6
أخ,6
باسم,6
نائمة,6
أوضح,6
ترين,6
المستحيل,6
مجتمعين,6
الأمل,6
بقوة,6
نأتي,6
ضعي,6
ذهبوا,6
زالوا,6
شاب,6
أصبت,6
وأعيش,6
وسيكون,6
أعطتني,6
وأعود,6
والذي,6
أريده,6
يأت,6
بسهولة,6
تبحث,6
يضربون,6
الزقاق,6
قادمين,6
وأخواتي,6
ولادتي,6
يظل,6
الجهة,6
أر,6
مثلها,6
يستمر,6
وأعطيته,6
أنسى,6
يصرخ,6
أعطوني,6
الفكرة,6
الجدار,6
تمر,6
وظللت,6
المقلاة,6
أراقب,6
الغالية,6
بأني,6
الرائحة,6
يحمل,6
عنيدا,6
أخذنا,6
العربة,6
الباكر,6
الجديدة,6
وذهب,6
متأخرا,6
تحضر,6
الدراجة,6
بالاتصال,6
أعطيته,6
سيأتون,6
لابن,6
يرضى,6
جمعة,6
الدجاجة,6
الأسود,6
بالأمس,6
وأعرف,6
الناحية,6
أنهيت,6
يعرفونني,6
أغلقت,6
للأولاد,6
مشكلتي,6
وابني,6
أموت,6
يقال,6
اتضح,6
أرتدي,6
أجلي,6
أقم,6
لأختي,6
أمان,6
التعليقات,6
وكفى,6
وجدتها,6
محترمة,6
أطفالي,6
سأحاول,6
أختكم,6
أشغل,6
بي؟,6
الأواني,6
وصفة,6
وقليلا,6
بسيطة,6
رأيتها,6
وليست,6
فجأة,6
وأختي,6
قبيحة,6
صنع,6
طعم,6
الزبادي,6
الأشكال,6
حبة,6
حرارة,6
ضيوفي,6
المثال,6
مالحة,6
الكرواسون,6
وسأضع,6
وسأقوم,6
الخضروات,6
ووالدتها,5
الطفل,5
النفسية,5
تتزوج,5
تستمع,5
أراك,5
منزلها,5
شيئا؟,5
لرؤية,5
خائفا,5
أجلها,5
معك؟,5
تريد؟,5
زوجتي,5
دعيني,5
تقع,5
إنسانة,5
ستذهب,5
وسهلا,5
أجمل,5
ابنه,5
رؤيتها,5
تظن,5
يسقط,5
أتصرف,5
اسمي,5
سيبقى,5
هو؟,5
وقل,5
بعيدة,5
مقهى,5
أخبرتها,5
ووجدته,5
قرأت,5
سأخبرك,5
مسافة,5
يستطع,5
الأسف,5
سارة,5
أخبرتني,5
تحاول,5
الواضح,5
ابق,5
وحدها,5
نادى,5
ستدخل,5
خدمة,5
العثور,5
سعداء,5
مشغولا,5
لأخي,5
متزوجة,5
طالما,5
العيادة,5
الأجانب,5
والتي,5
تطبخ,5
التعب,5
وأخي,5
احتجت,5
أصدقائي,5
باستمرار,5
سيدتي,5
الشخصية,5
ننتهي,5
يجد,5
القلق,5
جدتي,5
للنوم,5
وأبقى,5
المشهد,5
ووجدني,5
جزاكم,5
انتبه,5
تأخذها,5
أولادك,5
أكره,5
أمانع,5
استمروا,5
وفجأة,5
أعطيتها,5
وتركتني,5
خلفي,5
الوحيدة,5
وشعرت,5
بالخجل,5
تقولين,5
فعلها,5
القرآن,5
شعور,5
واستمررت,5
تقترب,5
بسببه,5
تذهبي,5
اهتماما,5
أثق,5
عزيزة,5
لشخص,5
المهمة,5
أتناول,5
ترغبين,5
أحكي,5
نستطيع,5
أشخاص,5
إله,5
الدش,5
سنتين,5
بطني,5
سامحيني,5
يسألني,5
أطيق,5
الرابعة,5
استيقظ,5
تجاوزت,5
ببطء,5
أكلت,5
المتعلقة,5
عزيزتي,5
بالعمل,5
آخرون,5
عملية,5
يضحكون,5
تكونين,5
تظاهرت,5
للذهاب,5
نجاة,5
وأكثر,5
أبيع,5
أرني,5
دع,5
يؤثر,5
كثرة,5
بهدوء,5
سرق,5
يعلم,5
نلعب,5
وبدون,5
وأشتري,5
طاولة,5
رأسك,5
السيارات,5
تحمله,5
واستمروا,5
يقف,5
أجلهم,5
آكل,5
جلب,5
السلطة,5
خطة,5
أثر,5
وواصلت,5
أظل,5
بنفسه,5
أركض,5
فلن,5
اشتقت,5
الضربة,5
تخصني,5
بالطبع,5
يذوب,5
أثير,5
فورا,5
جلبت,5
أوصل,5
بداخلها,5
صحيح؟,5
تتركني,5
أعطاني,5
أنكم,5
أكلنا,5
أحمل,5
لسنا,5
الأساس,5
اشتريت,5
الكسكس,5
الثالثة,5
أردته,5
أعطانا,5
يشعر,5
مكالمة,5
للمنزل,5
ومنذ,5
ينفع,5
عادوا,5
سببت,5
الرد,5
أنوي,5
أخوه,5
سأقضي,5
لتكون,5
الجميلة,5
تغيير,5
فوضى,5
بالأمر,5
كهذا,5
يعاني,5
يخاف,5
وقمنا,5
قيمة,5
العبء,5
الرضاعة,5
لأسبوع,5
الساخن,5
قادرة,5
خاصتي,5
الزوجية,5
صامتة,5
وأذهب,5
ابتعد,5
تنظر,5
منتصف,5
متعب,5
يمتص,5
فوائده,5
الأخت,5
أتذكر,5
النقطة,5
المناسبة,5
شهادة,5
أمه,5
محترما,5
فصاعدا,5
عائلتي,5
اكتشفت,5
بالكثير,5
تفعلينه,5
تعاملني,5
وضعي,5
المغاربة,5
لأروي,5
أسود,5
تناول,5
المشي,5
أنجبت,5
أزيد,5
نتيجة,5
ساذجة,5
إكمال,5
خفيفا,5
العجوز,5
فبقيت,5
وابنتها,5
ووضعت,5
برجل,5
عنيدة,5
وظلت,5
وأتمنى,5
يتساقط,5
حفل,5
ناجحة,5
أرباح,5
نقوم,5
المرارة,5
ملاعق,5
البوتاجاز,5
جبنة,5
أضيفوا,5
البرغل,5
الأسمر,5
كوبا,5
بصلة,5
الطنجرة,5
أحمر,5
التوابل,5
جسمك,5
صنعها,5
بالشوكولاتة,5
خميرة,5
الأثناء,5
المعكرونة,5
وأضع,5
ستاربكس,5
الألوان,5
سنعود,4
بعضهما,4
بينهما,4
والآخر,4
بينكم,4
مسؤولية,4
تقيم,4
معقدة,4
أتزوجك,4
منزلكم,4
الألم,4
شعر,4
هي؟,4
حدث؟,4
ذاهبة,4
أبيض,4
تتحدثين,4
هاتفه,4
أخبرت,4
أصدقاء,4
بشأنه,4
لي؟,4
سأعيد,4
مساعدتك,4
ستذهبين,4
أهلا,4
أتعلم,4
ويمكنك,4
المساعدة,4
يشبه,4
احذر,4
انتهيت,4
سنأخذ,4
وكأننا,4
بامرأة,4
أجله,4
الحلقة,4
تعليقا,4
يتابعون,4
يقل,4
وكأنها,4
أخوها,4
يريدني,4
بوضوح,4
تخبرني,4
هناك؟,4
من؟,4
إنك,4
يفترض,4
الحافلة,4
آخرين,4
البقعة,4
أنت؟,4
وتوقفت,4
أذكر,4
جيراننا,4
نلتقي,4
ضع,4
السادسة,4
ألتقي,4
أرجو,4
لتعمل,4
سيدخل,4
يهم,4
الضيافة,4
إزالة,4
فقالوا,4
تأت,4
يعرفه,4
أحضرها,4
حينها,4
ليعمل,4
يكونون,4
أشك,4
قضى,4
تمكنت,4
يحتاجه,4
ضرر,4
أخبرنا,4
ننتظر,4
لعبة,4
دعم,4
البحث,4
وأتحدث,4
إطلاقا,4
سأتحدث,4
وتركتها,4
ذكرت,4
واصلنا,4
أكله,4
سنبدأ,4
بيتهم,4
البادية,4
الدولة,4
تعتني,4
وأخذوا,4
أتعرض,4
الآباء,4
أضربه,4
يتكلم,4
سأرى,4
أطفالك,4
إثارة,4
ووقف,4
يقع,4
الآخرون,4
تسألني,4
تؤلمني,4
اتركني,4
لأذهب,4
السكين,4
جميعهم,4
للوالدين,4
متحمسة,4
يطرق,4
بأمي,4
لخطبتي,4
بعين,4
لأقول,4
أصرخ,4
أظهرت,4
استأجرت,4
كالمعتاد,4
ذاهب,4
لأقوم,4
غرفتي,4
جعل,4
مجنونة,4
وأخرجت,4
ملكي,4
معاملة,4
سيفعل,4
كنت؟,4
يعيد,4
يتدخل,4
وجود,4
وعملت,4
والعمل,4
آسف,4
تقلقي,4
وحاول,4
تركتني,4
أخبرهم,4
بحاجة,4
ساعدني,4
تحديدا,4
يريدها,4
تهتمي,4
للأشخاص,4
أعطيتني,4
بجانبك,4
يشفيك,4
أوراقي,4
قدمي,4
موافقة,4
أصر,4
بالغيرة,4
السيئة,4
أوروبا,4
يقوله,4
أنهض,4
نفسيا,4
فعلتها,4
أضعت,4
اشترى,4
أصبر,4
قائلين,4
تسبب,4
أرتاح,4
الطائرة,4
الإشاعات,4
إخبار,4
أستغفر,4
مسحورة,4
وجدني,4
أحك,4
يبحثون,4
ولكنهم,4
أمسكتني,4
نهضت,4
فالله,4
لأجل,4
أينما,4
مستيقظة,4
الشفرة,4
بأشياء,4
الآن؟,4
بمثابة,4
يشاهدون,4
أملك,4
القادمة,4
عيبا,4
أمامها,4
البودرة,4
الأكياس,4
الكمية,4
بعضها,4
رحمة,4
معتاد,4
البطاطس,4
إعداد,4
ممتلئة,4
للشخص,4
واشتريت,4
حلوى,4
أتحرك,4
البركة,4
ينظرون,4
تتجاوز,4
قادمون,4
وآخرون,4
أدرت,4
أتت,4
تجهيز,4
الكعك,4
المفوض,4
يتشاجر,4
المدنية,4
اتصلوا,4
وأخرج,4
ضجة,4
نمت,4
وضربته,4
فارغة,4
الركن,4
وصمت,4
شاهد,4
صباحا,4
تسأل,4
أتنازل,4
الورقة,4
أقرأ,4
والكتابة,4
مهتما,4
تخف,4
مطمئنا,4
المعتاد,4
بفضل,4
لوحدها,4
سيتم,4
أمامنا,4
أتشاجر,4
ويقولون,4
الوجبة,4
منزله,4
يحصل,4
كريهة,4
طعام,4
الضجيج,4
واقفة,4
وصنعت,4
مطمئنة,4
انسي,4
أجرة,4
ابقوا,4
هانئة,4
أوصلني,4
أقبل,4
سأعود,4
اثنتين,4
صعدنا,4
بحثت,4
جودة,4
حولنا,4
خائف,4
التقينا,4
صعدت,4
الأخ,4
الخطط,4
خطوة,4
بالنعاس,4
وتوجهت,4
الوحش؟,4
سنفعل,4
أنواع,4
طويلا,4
الكوكايين,4
ويعتني,4
الطريقة؟,4
ذكرتني,4
أكواب,4
حالتهم,4
أمسكت,4
اتصلي,4
أحسن,4
لينام,4
حالتها,4
ارتحت,4
الراحة,4
نصل,4
تمسك,4
وتركت,4
العلامة,4
متشابهين,4
وطلبت,4
رأيتك,4
سيعود,4
الجزء,4
يساعدني,4
أقف,4
فعلناه,4
ينقص,4
نفدت,4
الملايين,4
رأينا,4
بالقوة,4
ستموت,4
خلف,4
وجلب,4
عرسا,4
وتركته,4
أخوات,4
أنجب,4
يجن,4
أعجبته,4
يعجبها,4
مختلفا,4
أشتكي,4
أصابني,4
جاءني,4
بصدق,4
أقوله,4
جعلتها,4
وأشتكي,4
ويعود,4
أقمت,4
ويظل,4
يقومون,4
الطبيبة,4
بالأشياء,4
واسعة,4
يريده,4
اللاتي,4
صحية,4
أغراضي,4
الإنجاب,4
ويستمر,4
بالبحث,4
نتائج,4
الفائدة,4
صاحبة,4
الأعشاب,4
لديهن,4
تلد,4
يعرفونه,4
وكثيرا,4
بدرجة,4
الأعصاب,4
تقولون,4
التدريب,4
هن,4
اخترت,4
يريدونني,4
مكتوبا,4
الأسئلة,4
قدما,4
ونجلس,4
منزلك,4
للمرة,4
تلعب,4
حضرنا,4
أعدت,4
وقمت,4
مغربية,4
الطاقة,4
تجعل,4
تأكل,4
القادم,4
الأحد,4
أفقد,4
الأسلوب,4
تفعلي,4
اشتريته,4
ألاحظ,4
غالبا,4
لخطبتك,4
خفضت,4
فرحة,4
بمفرده,4
السنة,4
تأثرت,4
الثقة,4
الخياطة,4
العادية,4
جديا,4
جربت,4
يتماسك,4
ساخنا,4
وعادت,4
ضعوا,4
أخبرتكم,4
وبسيطة,4
طريقته,4
ناقصة,4
ابتعدت,4
تعالوا,4
ليخطبوني,4
يفعله,4
تقومين,4
ولكنها,4
شكلها,4
الحبيبة,4
أرتديها,4
تضعين,4
ووضعتها,4
أغسل,4
وتعود,4
وأخته,4
يخافون,4
لوالدي,4
ثقيلة,4
سأمر,4
وأقوم,4
تشتكي,4
لخطبتها,4
واتضح,4
بسببي,4
وأتركها,4
خاطئ,4
بلطف,4
أطبخ,4
وفلان,4
بشأنها,4
أتركها,4
عنكم,4
رأيكم,4
مناسبا,4
قاسيا,4
المختلفة,4
وأطلب,4
الطبيعية,4
ملتصقا,4
اللقاء,4
هدية,4
أخذته,4
بالضرورة,4
الأحوال,4
بنكهة,4
أنصحكم,4
بإعداد,4
أخطاء,4
التركية,4
مورقة,4
