DA_word,count_DA
اخويا,4
مخي,4
اصير,4
توديني,4
نعبيه,4
ظنك,4
وبعده,4
قطو,4
كفرين,4
سواها,4
الصراحة,4
وتروح,4
نازل,4
ويقعد,4
تخليني,4
وار,4
ستور,4
برظو,4
حطيتها,4
تشذي,4
يجوني,4
دخلني,4
دش,4
ثلاثطعشر,4
هذول,4
بتطلع,4
شوفوها,4
وشفت,4
واتطاق,4
طفي,4
علومك,4
بالسوق,4
وترني,4
نصلح,4
وتجي,4
وانحاش,4
للشي,4
اخليك,4
اعلمك,4
وصدق,4
جانا,4
طقك,4
ظباب,4
الكيسة,4
ماخذه,4
بكتبها,4
الشاهي,4
يمديك,4
بيثبت,4
تتداول,4
واخليها,4
سطل,4
باسطات,4
استحيت,4
بالانجليزي,4
ماله,4
بتعطيني,4
سكس,4
قصر,4
مكلم,4
حرمة,4
انحش,4
قوم,4
فاتوقع,4
خلوه,4
يخليني,4
المراية,4
شلنا,4
يبيلها,4
نوديها,4
لمسات,4
شطرطون,4
بتشوفون,4
للامارات,4
بيطق,4
يب,4
بخلي,4
بالصورة,4
شفني,4
اوك,4
وناستي,4
يس,3
وبشوف,3
لهذي,3
ازور,3
ونزلت,3
تجرب,3
ثقل,3
نزود,3
يحطون,3
برضه,3
شفنا,3
عالجهاز,3
بيروح,3
يرجعون,3
باحيان,3
وجاه,3
معلوم,3
حطيته,3
حقتك,3
روحتك,3
ثري,3
اوزن,3
كومنت,3
راجعين,3
شنطة,3
تراك,3
نستفيد,3
يطلعك,3
اولى,3
عالموضوع,3
مخه,3
القلب,3
عجبني,3
بزر,3
وبرجع,3
بحراج,3
الرياظ,3
برسله,3
مليان,3
يزور,3
يسجنونه,3
واكون,3
اهو,3
يجهز,3
جنبه,3
وتخليه,3
نربطه,3
نطلعها,3
تنحط,3
ناشف,3
وفك,3
شرايكم,3
لمين,3
والمبلغ,3
شكلنا,3
حرفية,3
وجت,3
خلي,3
وشاف,3
تزيد,3
سوبراني,3
مسكت,3
وعاد,3
السبراني,3
فاتح,3
الداتا,3
شافوا,3
نطلعه,3
يتقابلون,3
بسولف,3
ويتكلم,3
ويقفل,3
بيقعد,3
دافع,3
نسفة,3
شغلي,3
احيان,3
فزع,3
قلتها,3
صحت,3
بذا,3
منسدح,3
دايخ,3
كثار,3
يبغاله,3
ببدأ,3
وتجيني,3
يكلم,3
يقرب,3
بعظ,3
وصامل,3
منتحل,3
كالاتي,3
يبيك,3
ضايق,3
اوصلها,3
ولو,3
حطوا,3
جابها,3
مخك,3
عطاه,3
وحطوا,3
يقابل,3
وناظر,3
وبدت,3
احطها,3
يكلموني,3
الاهل,3
بخمسطعش,3
مستوعب,3
خاطرك,3
قربت,3
تجينا,3
بيصب,3
نوريكم,3
تظبط,3
قدامنا,3
اجهزها,3
بالكهرب,3
وليش,3
انطباع,3
للغرفة,3
جبتها,3
تجيه,3
نقفله,3
سويناه,3
بيشتغل,3
القوايل,3
تندية,3
تقدرون,3
نطول,3
عبيناها,3
يسوق,3
مشغل,3
هات,3
الفلان,3
تنطق,3
بيدخل,3
ماد,3
لعل,3
دباب,3
هادي,3
مزعلك,3
رضيت,3
متفوق,3
بالموية,3
فرك,3
وصخ,3
بنظف,3
كدا,3
ركزي,3
بتكلم,3
بتوصل,3
صريح,3
كلكم,3
بالحرام,3
عطيتك,3
عطيتني,3
جنبك,3
لقطة,3
افتك,3
اصدع,3
تجيبك,3
مصورها,3
واثق,3
متعودين,3
اساس,3
بتشتري,3
قسما,3
صج,3
بيرجع,3
بيشتري,3
مسويها,3
شاريه,3
يجونك,3
مقدم,3
كيفي,3
انصب,3
عالناس,3
نبيها,3
خبرني,3
ظبي,3
تتأكد,3
بتقول,3
بيكتب,3
شايفني,3
الفويس,3
وجا,3
يبان,3
الخمه,3
مسويه,3
وتشوف,3
توصله,3
الحرمة,3
بيكون,3
تروحين,3
للفرن,3
ويرسله,3
عالسريع,3
نبغاه,3
فابغاك,3
يناظرون,3
ومعاك,3
سوري,3
ونتقابل,3
سواق,3
يودينا,3
السواق,3
هالسيارة,3
واخوياي,3
السوالف,3
غمض,3
ابغاكم,3
يخليك,3
يطقونه,3
ركظ,3
اناظر,3
وجانا,3
قويين,3
خبز,3
متيمين,3
واخبطه,3
روحوا,3
العساكر,3
قزازة,3
يفحط,3
يبغونه,3
عالباب,3
نبيه,3
معطيني,3
ميبس,3
نجيكم,3
ظمان,3
جيجا,3
اصحى,3
يغبن,3
حقتهم,3
تطور,3
انسرقت,3
الكس,3
تكلمه,3
بيتصل,3
حسبتك,3
بنبدأ,3
وكاتب,3
شيقول,3
سبعطعش,3
بجيك,3
خنشوف,3
فيلا,3
اوعدكم,3
والموية,3
بعبيها,3
طلبات,3
ونوديها,3
بالخريطة,3
وبتصل,3
كفراته,3
منسمة,3
جزئية,3
تعبيها,3
يفكونا,3
الدريشة,3
وجو,3
ولما,3
يتواصلون,3
وتستاهل,3
كيوت,3
متعود,3
ميديا,3
هادية,3
تقايضني,3
حزت,3
احطه,3
مزعلني,3
ويجيك,3
انتبهت,3
اقص,3
بكلم,3
الديسكريبشن,3
يخلصون,3
تطيح,3
نشيلها,3
الازياق,3
بالحديدة,3
الريشة,3
بنفك,3
صفت,3
البوادي,3
مخلصين,3
الوساخة,3
بنجيب,3
اشيل,3
ونحطه,3
بويته,3
خاب,3
جرايد,3
وشوفوا,3
كلموني,3
ياي,3
وفكينا,3
انباعت,3
القطو,3
حافظ,3
بيصل,3
شراها,3
واكنسل,3
يبيض,3
تكذبني,3
بشهر,3
شراه,3
فكيته,3
لقط,3
اشتغلها,3
لونين,3
عج,3
بخاخات,3
طلعته,3
قيمنق,3
هالشيء,3
ترفيه,3
عطاني,2
انستقرام,2
عازمه,2
ومو,2
للساعة,2
معاكم,2
نظمن,2
جاب,2
وبرضه,2
شنكار,2
بجي,2
جايه,2
رافض,2
سباقات,2
متحكم,2
بركب,2
بينت,2
انحلت,2
وبكرة,2
كلش,2
لمحور,2
ملف,2
افتحه,2
كوفي,2
ايميلي,2
بغير,2
تنعرض,2
رافع,2
بتاتا,2
احدد,2
معقد,2
لاب,2
واخترق,2
للشركة,2
فمثلا,2
تخترق,2
متغير,2
لجهازك,2
فعليا,2
والباسوورد,2
حركاتك,2
جيتك,2
حربيا,2
نسابق,2
تبغوني,2
المدى,2
وعطني,2
جايكم,2
للتجربة,2
والجو,2
وتقفل,2
بنسنعك,2
ويخليه,2
وتمشي,2
عالسرير,2
يقفلون,2
يخلونها,2
والمدينة,2
تروحون,2
ونخلص,2
العيشة,2
اثنينهم,2
يبلانا,2
يجتمعوا,2
كثيرين,2
شكلهم,2
بموضوع,2
الرتم,2
يحلون,2
نفسهم,2
طالبين,2
جاوبني,2
اثبتها,2
لبيه,2
دخلك,2
لواحد,2
وحياك,2
تحصلها,2
بيك,2
بدينا,2
وانتو,2
حسيتها,2
مسببة,2
الحمدلله,2
يظمني,2
اطلعه,2
بتنتهي,2
بيضيق,2
اصدمك,2
توهم,2
بيستغرب,2
ودخلوه,2
لسفارتنا,2
درى,2
قدامهم,2
ويشتغل,2
معتاد,2
حصله,2
طريقتين,2
وتشتغل,2
ثالثة,2
موظوعها,2
جابوا,2
باخذها,2
وبحاول,2
غصب,2
جايبين,2
نسم,2
الغراز,2
ماي,2
بغينا,2
نشده,2
تحركت,2
سواه,2
بغى,2
عالايميل,2
وتجمع,2
سكراب,2
ستطعشر,2
بنبيعها,2
يجونا,2
رصاص,2
نبدع,2
وعندهم,2
شافه,2
باربع,2
زايد,2
سبعطعشر,2
بنحطه,2
احداثية,2
للكوفي,2
يوصلون,2
بسالفة,2
وبيني,2
يخلصها,2
مختصين,2
بيعرفون,2
تعدى,2
عرفتها,2
واخوياه,2
وخويه,2
والشاهي,2
الدار,2
مسكوه,2
وعارف,2
وجاب,2
واشغل,2
اشلون,2
ويجيني,2
ودوه,2
يظمن,2
يقهر,2
ظعيف,2
وبرد,2
بسأل,2
امون,2
شيلة,2
متعلمة,2
بجرب,2
يجيبها,2
ودايما,2
رحنا,2
فاهي,2
هاللي,2
وجلده,2
ظربة,2
رجولك,2
عالرجال,2
عوجة,2
يضيق,2
جزع,2
زعلت,2
علاج,2
انفرادي,2
وزعلان,2
صياح,2
تزود,2
نتمرن,2
يقعدون,2
وحصل,2
ياه,2
التمرين,2
الانفرادي,2
تنقال,2
بالخط,2
ناديته,2
بيجيني,2
بالليل,2
بنسرق,2
طايحة,2
احرك,2
واجيك,2
بوقف,2
لحاله,2
بتبيع,2
عالرقم,2
بنوصل,2
واحدعشر,2
توها,2
احسك,2
تسهل,2
لدورة,2
فندق,2
تراهم,2
يحولها,2
مدخل,2
ارجعها,2
عطوه,2
عطونا,2
ويطق,2
لاقرب,2
يوزر,2
تعرفونه,2
الاكشن,2
لبلاده,2
عايشين,2
الاربعطعش,2
يعلمك,2
للوزارة,2
وجينا,2
سووه,2
ناجحين,2
دامنا,2
وحصلهم,2
تنبيهات,2
يستوعب,2
يسوونها,2
بنفسجي,2
مستقعد,2
الخلا,2
انفس,2
هالحين,2
خذاه,2
البروفايل,2
بتندم,2
صلحت,2
موجب,2
عفريتة,2
ريحته,2
تفوز,2
دايركت,2
الديسكربشن,2
بنشوف,2
عطر,2
برضوا,2
سولف,2
نوصله,2
لبيتهم,2
للصف,2
يكمل,2
تلقف,2
ومحطوط,2
حاطها,2
وقفلت,2
خوات,2
والعائلة,2
السكربت,2
وبصحة,2
والظرف,2
محترق,2
تحطه,2
لحالي,2
شبك,2
عطانا,2
جته,2
صلح,2
ويناظر,2
معطيه,2
جنبهم,2
واسحب,2
بنحاش,2
فاكرك,2
مشاغب,2
نزعة,2
وادرس,2
سبة,2
وتقعد,2
والابو,2
يدفني,2
طاحت,2
فيبغى,2
ونبغى,2
بنفكها,2
نفسيتي,2
ويبغالنا,2
ننفخ,2
ونلف,2
متقطعة,2
ينشف,2
حوسة,2
ملحم,2
ثمنطعش,2
الثنين,2
ركبه,2
خرافي,2
بحولك,2
يردون,2
واوديك,2
دازك,2
بنرجع,2
بختصر,2
تعدي,2
صحا,2
اتقابل,2
منوم,2
وطلعوا,2
لامه,2
بزنس,2
طبخ,2
بيستحي,2
تنحرج,2
اجيبها,2
نسخ,2
وترت,2
ظبطت,2
الخضرا,2
اسوقها,2
بحياتي,2
امنتك,2
ديني,2
احسبها,2
يستاهلها,2
اوصلني,2
بيشوف,2
شغالين,2
ماش,2
البوكس,2
يبعدنا,2
الجيمرز,2
تجيبها,2
صايرة,2
الثمن,2
بخاطري,2
وحاب,2
جايبها,2
الليفل,2
بتاخذ,2
تحطها,2
بتنزل,2
دافعين,2
مجرب,2
فخمة,2
اذكركم,2
منتظر,2
خلهم,2
اظربها,2
فيزة,2
كت,2
هد,2
لاخر,2
اظحك,2
تبونها,2
الرسايل,2
بوكس,2
وساكن,2
يوصلني,2
نصلي,2
كمثال,2
تستانس,2
الفايدة,2
مكتبة,2
فلازم,2
اطبقها,2
لهنا,2
ديسكورت,2
بالامارات,2
تنصب,2
رسايل,2
امتن,2
صملة,2
دامها,2
بياخذها,2
بالقناة,2
شفتني,2
وقناتك,2
بيستانس,2
مطول,2
خبل,2
وتنشر,2
سلكت,2
للعيال,2
مصلح,2
بجحد,2
ابرسل,2
والايميل,2
وبقول,2
الاد,2
بيعطينا,2
ونطاق,2
ونرسلها,2
بشيل,2
يخش,2
مسوينه,2
بصورها,2
قصيت,2
سيبراني,2
وديت,2
تحصلون,2
تحطين,2
عالنار,2
للفندق,2
وبيرجع,2
سالفتها,2
للبنت,2
يسويه,2
اجيه,2
وقاعدة,2
بلوت,2
سيمت,2
فكونا,2
صورت,2
مروق,2
باجر,2
باكر,2
تنسرق,2
يبيها,2
تظرب,2
مصورة,2
اتفرج,2
بمشي,2
طفى,2
مغيمة,2
والنقطة,2
يلحقون,2
راكبها,2
ويخليني,2
بيمشي,2
نسمع,2
قفلوا,2
اعمال,2
شسمك,2
خدت,2
بادي,2
كنك,2
بتصير,2
غني,2
بتخليني,2
معدل,2
سيات,2
يتابعوني,2
عشانه,2
المزح,2
يروعني,2
يربيك,2
بيودوني,2
ويطقون,2
ويشوتني,2
يجيكم,2
عالجدار,2
ويسوي,2
بيتجمعون,2
يطقني,2
للحارة,2
يجلدوني,2
وتاكل,2
مسبب,2
تكسير,2
فازع,2
متكلم,2
وقدامي,2
تنطلق,2
اطاق,2
منصدمين,2
اشوفهم,2
مظبطينه,2
يجدلون,2
انحاش,2
طقيته,2
طقيتك,2
وطاقينه,2
نغلط,2
فزعة,2
ويجلدونه,2
سكت,2
اطقك,2
يخنقني,2
بنركب,2
راعين,2
لاذبحك,2
يحده,2
واطلعه,2
طولوا,2
حصلته,2
وليدي,2
بيشك,2
ببيعه,2
بسويها,2
ابغا,2
قيمز,2
كويب,2
شافت,2
فلت,2
سايق,2
فجت,2
عاللي,2
وخر,2
ممشاه,2
ادوره,2
نرجعه,2
القم,2
يستاهله,2
معطيك,2
وباحيان,2
بكبري,2
بيكلمك,2
عاليسار,2
موديها,2
وشلونه,2
اسجنك,2
اوصلك,2
زباين,2
لوك,2
بيجيكم,2
بيها,2
مجدد,2
عجبك,2
ظبط,2
نزلناه,2
اكثرها,2
سواليف,2
نوصلنا,2
تعوضت,2
انحذفت,2
باكل,2
والشايب,2
طلعه,2
باصلي,2
سحاب,2
ويأذن,2
بتعامل,2
ناسيه,2
والحق,2
والشنطة,2
بعطيهم,2
وبحط,2
بحطها,2
ضاربته,2
للجهة,2
للاربع,2
بالظبط,2
ندور,2
مويتنا,2
نعتبرها,2
فالرجال,2
بتلقى,2
سيره,2
اقط,2
عطوا,2
اكنسل,2
يشوفونها,2
وجايب,2
لقيتهم,2
بيحاولون,2
حطوها,2
وراحوا,2
لمرحلة,2
حطت,2
وحطت,2
حشوف,2
كافيات,2
نشوفكم,2
نصورهم,2
عشانك,2
وافوزه,2
ازرفه,2
اجيكم,2
لاصدمه,2
شفتوني,2
ودقت,2
وهذولي,2
وبمشي,2
عبي,2
والمراتب,2
جواه,2
مضروبة,2
وقفناه,2
حابين,2
وحلو,2
جدام,2
اتوهق,2
فترات,2
بتقايضني,2
منزلها,2
ووايد,2
هيبتني,2
راسل,2
انعرضت,2
تقايضونه,2
ورجعتك,2
يسووا,2
بتزيد,2
توديه,2
البلشة,2
وينكم,2
بتأكد,2
يزود,2
بالغلط,2
اتفضل,2
وسجلت,2
لولدي,2
اجيها,2
ملكية,2
وبعطيك,2
وانحش,2
بلعب,2
ونسولف,2
السبك,2
حذمها,2
بجهز,2
اتفل,2
جتك,2
بعطي,2
طفشت,2
وبلندا,2
بقدح,2
تبونه,2
فيديوات,2
مطرود,2
تهكروا,2
طف,2
معطي,2
ادش,2
تحرك,2
بنزله,2
انطر,2
واغير,2
جوايز,2
شكة,2
طولته,2
اقدح,2
نفسو,2
والستات,2
نسمكرها,2
ييون,2
الجناح,2
يسمكر,2
بنصور,2
الحرف,2
مفعل,2
شوفوه,2
فكيناها,2
واللحية,2
مطر,2
المساكة,2
سمكرة,2
تزويد,2
بنسحب,2
يتصلح,2
ويضبط,2
انركبه,2
ونحرك,2
ونرشها,2
حكيتها,2
وتجيب,2
نجهزه,2
عطيني,2
وتصبه,2
غيرنا,2
وبنشيك,2
نعلمكم,2
جيتها,2
تماسك,2
الامبير,2
لساكو,2
بنغير,2
عالحديد,2
وبيصنفرونها,2
حرقتها,2
يضبطون,2
الحامض,2
براعي,2
واحسه,2
سمكروها,2
الطس,2
بيبان,2
بنطلعها,2
وبنظفها,2
وبنسمكرها,2
وبنركبها,2
قالبه,2
لحقين,2
البدية,2
لمة,2
وبنطلع,2
بيركبون,2
ابدال,2
جبناه,2
لهبات,2
يركبونه,2
تزين,2
ونقصقصها,2
الدعاسة,2
وصلحوا,2
مدمورة,2
اكتفي,2
اتسحر,2
حسب,2
بطلة,2
فضينا,2
رجلي,2
تعبانة,2
وشبكناه,2
بنضبط,2
بيغسلونه,2
وجبنا,2
متشلخ,2
ماصورة,2
ينتفخ,2
منفجر,2
المتكسرة,2
مفتحها,2
الخراب,2
صلحنا,2
الجرم,2
مختار,2
ندق,2
محسوبة,2
شاهي,2
بيوزنها,2
سيفون,2
تشوفنا,2
نحتريه,2
مخلوط,2
فاعذروني,2
مستنقصني,2
مرمية,2
للان,2
والسيارات,2
اوديكم,2
نقرب,2
الجرايد,2
ممسوحة,2
ونلزق,2
وثلطعش,2
موترك,2
قده,2
نبا,2
وورا,2
دخيلك,2
وبوجي,2
الشمعة,2
رجيع,2
وكذي,2
وخذتنا,2
نظفناه,2
اباك,2
تظليلة,2
مسدس,2
محله,2
بتحصلونه,2
الغطا,2
فصخ,2
التسعين,2
اختباراته,2
العون,2
فادري,2
متوقعه,2
يحطونه,2
الشغلانة,2
فرطنا,2
ونجربه,2
اعبيها,2
صاب,2
سامع,2
بينظفه,2
يتأملون,2
ندورها,2
اسطح,2
روق,2
سخن,2
حجي,2
دوخات,2
جبته,2
البيظة,2
ثلطعشر,2
فاضية,2
نقوس,2
دهون,2
نستخدمه,2
للشيء,2
يشيك,2
نومة,2
عامود,2
ازود,2
كاميرة,2
فاهمين,2
لزبون,2
هالوقت,2
وبرسل,2
نأكد,2
يستأذنوني,2
ماسكة,2
يترجاني,2
وتوديها,2
جتنا,2
واوديه,2
ذبح,2
واسبق,2
كلني,2
بالباي,2
بسجله,2
تسجلها,2
صكني,2
مصدقين,2
بتحط,2
حصلناه,2
بالاسلوب,2
وخليتهم,2
خليتهم,2
اكلي,2
بيحول,2
تفظل,2
التوبتن,2
معاهم,2
دايم,2
معدلها,2
طولنا,2
وصمل,2
عالكرسي,2
وسوينا,2
شرينا,2
وطاب,2
يناظرني,2
ادبرها,2
ناويها,2
شيله,2
وايش,2
تسرقن,2
كذبني,2
يجزاه,2
زل,2
نرشها,2
