DA_word,count_DA
هيعدي,7
شوية,7
حواليك,7
وقدر,7
تانية,7
جت,7
هيفضل,7
هتفضل,7
هنعرف,7
بيرتبط,7
بيحاول,7
لقى,7
غيره,7
بنته,7
ابويا,7
فالراجل,7
كمل,7
بنتي,7
ليك,7
بيتقال,7
ابوه,7
بيخاف,7
فاضيه,7
فيا,7
امبارح,7
نرجع,7
عاملاه,7
هتكلم,7
جدعان,7
اشيل,7
بتاعهم,7
المنيو,7
زراير,7
الجنب,7
دهه,7
بيقولك,7
اجي,7
عايزك,7
الدايره,7
ابتدت,7
ناخد,7
بنعمل,7
هاتي,7
اقعد,7
شيرنج,7
بتمثل,6
بيستخدمها,6
الكتير,6
بتختلف,6
بيمتلك,6
مسك,6
هتشوفه,6
بتقدر,6
بتحب,6
عجبتكم,6
يوصلوا,6
بالمنظر,6
ايد,6
تشتغل,6
بتطلع,6
النت,6
بتخلي,6
عايزينها,6
يعملها,6
بيتعمل,6
تقدرش,6
التالتة,6
هنقول,6
ايده,6
المومنتم,6
بتظهر,6
الاقي,6
بتتغيرش,6
داخلين,6
عنديش,6
قصاد,6
ماسك,6
يروح,6
وبرده,6
بياكل,6
اتحكت,6
هيعرف,6
لثلاث,6
بيعبدوا,6
وتلاقي,6
حوالينا,6
ودايما,6
محدش,6
لابسه,6
لحاجه,6
هتبدا,6
عملتش,6
كهرباء,6
بيتطلب,6
هشتغل,6
نيجي,6
دلوقت,6
جايبه,6
بياكلوا,6
بتصلي,6
الهدوم,6
اخلص,6
الواد,6
اديك,6
هياخد,6
روحي,6
عليكي,6
واجي,6
حافظ,6
شوفوا,6
هيشتغل,6
بتديك,6
لايه,6
هاجي,6
هناخدها,6
ومعانا,6
لاث,6
جبنا,6
بدري,6
هتضرب,6
هيتعمل,6
مقفوله,6
جدع,6
هنبدا,6
خدي,6
يديني,6
واكتر,5
الجايه,5
اتولد,5
بيعيش,5
بشويه,5
هنكون,5
بيشوف,5
لده,5
ويا,5
بتوصل,5
لقوا,5
لقوه,5
حسيت,5
كا,5
هيتغير,5
بتاثر,5
بترجع,5
للجزء,5
رايحه,5
اشمعنى,5
بتشتغل,5
بيرجع,5
دا,5
فعلشان,5
وعمال,5
هتوصل,5
وكومنت,5
مومنتم,5
شايل,5
بيتنقل,5
يشتغل,5
قعدت,5
مظبوط,5
بيروح,5
هيكونوا,5
اتسمت,5
وخليك,5
لواحد,5
بيبقوا,5
محتاجها,5
مية,5
فاضل,5
بتسقط,5
بيشغل,5
بيستخدم,5
بتبقى,5
وعايزين,5
مستنيه,5
قاعدين,5
عمالين,5
ولحد,5
مننا,5
جنبه,5
انتهتش,5
بصيت,5
لاقي,5
وقعد,5
تديني,5
هيروح,5
الهبت,5
هنستعبط,5
بتوعه,5
بيقع,5
خايفين,5
بيصلوا,5
عملناها,5
اللايك,5
جاب,5
وا,5
شافوا,5
ميديا,5
هندخل,5
شايفينه,5
مراته,5
يبص,5
فارق,5
اوضه,5
بتشتري,5
سكه,5
هيوصل,5
التلاته,5
بتستنزف,5
تزود,5
هتشتغل,5
تالت,5
عملتها,5
بتتمتع,5
هتلاقيها,5
لل,5
بيدينا,5
وبتاع,5
ماه,5
نازله,5
اوعى,5
هتبص,5
ادمين,5
وعماله,5
طيبين,5
بقك,5
قدامي,5
عاجبني,5
مسكت,5
الحق,5
بقوللك,5
وقولوا,5
معرفش,5
قصدي,5
بشوفها,5
عارفينه,5
وشغال,5
سنسور,5
اتكلمت,5
ورايا,5
الل,5
تخلي,5
بنسميها,5
خليها,5
بنتعامل,5
فتبقى,5
بالمره,5
بتجري,5
هتفرق,5
باتنين,5
بنتفائل,5
تتعمل,5
بعتبره,5
وهتلاقي,5
هطلع,5
تعرفش,5
النطه,5
بيتكلموا,5
الكوره,5
افتكرت,5
شفتوا,5
تلاته,5
عل,5
الساندوتش,5
ادعيلي,5
شايفني,5
ادابتور,5
بيديك,5
الادابتور,5
بيقرب,4
وراها,4
بتواجه,4
ضمنهم,4
بيتميز,4
العيله,4
شفنا,4
بيجمع,4
الوحش,4
بتعرف,4
بتاخد,4
هيخلينا,4
هيرجع,4
مت,4
يعرفوش,4
بتقع,4
بتفضل,4
بتسبب,4
تشوفه,4
عندهاش,4
التعابين,4
بيسبب,4
يعرفش,4
ابتدى,4
بتعمله,4
صوابع,4
دوب,4
هيختلف,4
بيستخدموا,4
اسكندريه,4
بتغلط,4
هنقدر,4
كاملين,4
اكت,4
يبان,4
يلاقي,4
جوا,4
بتربط,4
نلاقي,4
يخبط,4
ملوش,4
هتيجي,4
هيختفي,4
بتشبه,4
الجاية,4
قدرش,4
طالعين,4
بيكونوا,4
ونحط,4
هبقى,4
المية,4
بتاعة,4
هيزيد,4
وشوف,4
يحط,4
بيحتاج,4
بيهتم,4
هنرجع,4
نحط,4
دقايق,4
بيسموها,4
جنبها,4
باجي,4
وارد,4
بتقدرش,4
هيتحرك,4
وقول,4
خلص,4
وبياخد,4
فبيقول,4
هيلاقي,4
هنعرفه,4
بيدخل,4
فبي,4
فبيطلع,4
فصاحب,4
فاضلش,4
معاد,4
السما,4
فالملك,4
بده,4
فايده,4
هيقدروا,4
تكونش,4
الش,4
هنزل,4
بنستكمل,4
ويلا,4
وتحت,4
وبنقول,4
هيروحوا,4
حس,4
معدي,4
بكده,4
نفسكم,4
ودول,4
نفسنا,4
ويقولوا,4
اتغير,4
يفتكر,4
وحلو,4
هتنزل,4
بيك,4
يتنقل,4
بيختلف,4
وبتدور,4
بيفكر,4
وبيفضل,4
بيحاولوا,4
بتحاول,4
بتشوف,4
جوزها,4
ويلاقي,4
ومعاه,4
بيبص,4
بتفتح,4
واتنين,4
وبيتم,4
ينط,4
فبت,4
وعايزه,4
بيعتبر,4
وهقول,4
هيتم,4
تشغلش,4
بتتيح,4
هتخليك,4
بتستخدمها,4
بيكسب,4
حاططها,4
للمرحله,4
جبته,4
بتقولي,4
ماينفعش,4
ماسكه,4
احط,4
تستنى,4
اكلتي,4
نخلص,4
تزعليش,4
صايمين,4
بتخاف,4
تخين,4
هتجيب,4
التليفون,4
بحلم,4
جامده,4
هتعملي,4
جاهزين,4
هيكسب,4
اديها,4
وخلصت,4
لاثه,4
هيدخل,4
يه,4
جاه,4
تلاقيها,4
سيبك,4
اشوفكم,4
صغه,4
بتقرا,4
تتحل,4
اا,4
قاللي,4
بيلعب,4
جايب,4
بتوصلك,4
نمبر,4
بيشتغل,4
مالكش,4
داعم,4
تقلقش,4
شيل,4
اديني,4
فعشان,4
غلطه,4
هنحل,4
تمن,4
دايره,4
بيشد,4
هتعامل,4
يقولك,4
قاللك,4
اقوللك,4
شفتهم,4
حطينا,4
بتحط,4
هنيجي,4
مبسوط,4
هتلاحظ,4
اكث,4
هنحارب,4
بيتحرق,4
فايه,4
كتر,4
الور,4
هنسميه,4
موبايلك,4
اقفل,4
بيعملها,4
تحتيه,4
يبقاش,4
لفوق,4
يعدي,4
بايديه,4
بيغفر,4
وبرضو,4
هنبتدي,4
هفتح,4
بسكوت,4
فرشه,4
كنتش,4
وهنعمل,4
كبر,4
اخص,4
الكسبان,4
تقعد,4
يتجوز,4
مخنوق,4
الكيبل,4
الاريال,4
رسيفر,4
بيؤكد,3
وتسيب,3
بتعتقد,3
تدعمونا,3
لتكوين,3
بتلف,3
قدروا,3
مفروض,3
الدنياصورات,3
وحيوانات,3
طيور,3
بتعيش,3
بيستخدمه,3
بنحكي,3
شافوش,3
تخافش,3
محطوط,3
شايفها,3
بيعتقدوا,3
عاجبه,3
مخلي,3
تسيبوا,3
يلف,3
حرايق,3
الاحيان,3
فممكن,3
لاكتر,3
وطيارات,3
رحت,3
بيموتوا,3
بهنا,3
قدروش,3
بتتكون,3
وبيمنع,3
بلغوا,3
عارفهم,3
هتمشي,3
هتعد,3
بق,3
وتوصل,3
مجهود,3
قدرنا,3
بتتهز,3
بيغير,3
يقفل,3
تبص,3
بيعدي,3
هتعدي,3
وبقت,3
بحاجات,3
بيخبط,3
هنعمله,3
هنجيب,3
بتاعت,3
المعدلة,3
بتاكلها,3
بيقل,3
ببقى,3
بتتقسمش,3
هتتغير,3
حتة,3
ومالوش,3
فهيبقى,3
نعرفش,3
ويروح,3
بيلاقي,3
وهنعرف,3
بيتكون,3
لقاش,3
قصادها,3
ولقيت,3
بتدخل,3
بيديني,3
حجمهم,3
متساوي,3
زرات,3
الكيميا,3
هيتحد,3
منديل,3
بعديه,3
بيقوموا,3
وعارف,3
هنجاوب,3
وتطلع,3
بيدي,3
خدها,3
بيطلعوا,3
وبيطلع,3
وفين,3
بتعدي,3
الكهربية,3
بتولد,3
وتخليهم,3
وموجود,3
شفته,3
الصريخ,3
رجع,3
شنطه,3
رايحين,3
فضلوا,3
مستني,3
جاله,3
يمشوا,3
وطي,3
فراح,3
يقدرش,3
وشه,3
بيفضل,3
بيرفع,3
عدى,3
بيموت,3
هتقوم,3
والمؤمنين,3
هيوصلوا,3
بيشوفوا,3
يت,3
فبتكون,3
بيحصلش,3
وبيستخدم,3
برد,3
بتتكتب,3
بتنزل,3
وبيقولوا,3
ظهرهم,3
بيعرف,3
بيعرفوا,3
هعرف,3
تبان,3
هيجيب,3
وهيقول,3
هيخرجوا,3
ومعاهم,3
جزع,3
هكون,3
بيصنع,3
اتاخرت,3
هبيع,3
بعتذر,3
بنتها,3
ورجع,3
فالاب,3
ايديا,3
سكتش,3
يصحش,3
الغير,3
يقعدوا,3
بنلاقي,3
هيعمله,3
مدن,3
بتحكي,3
بتتم,3
ماكانش,3
هيسال,3
كسرا,3
بيتكرر,3
اتفاجئ,3
مسمي,3
وحاسس,3
فازاي,3
بعديها,3
والحاجات,3
بنروح,3
للصراط,3
وحاجات,3
عندوش,3
هنشوفه,3
لموسى,3
بيمشي,3
بيستحق,3
بيعاني,3
بيطلب,3
اتمسخر,3
نطلع,3
خلاه,3
يحس,3
تفتكروا,3
نزلت,3
البياع,3
عننا,3
قدامهم,3
كويسين,3
حاسين,3
وياخد,3
بيلعبوا,3
السوشيال,3
صغيرين,3
الكهربا,3
والنهارده,3
عربيات,3
شفتش,3
بيخليك,3
بنمر,3
بتخليك,3
بتقطع,3
بيعرفش,3
وبلاش,3
وست,3
ومعاها,3
هيعملوا,3
قربت,3
ياخدوا,3
بيتجمعوا,3
وبيرجع,3
عجبك,3
وبيحصل,3
بيفكروا,3
وبيضرب,3
ويفضلوا,3
تبقاش,3
بيحط,3
وبيقلب,3
وبيولع,3
وبيموته,3
هينفجر,3
بيسمع,3
سبت,3
وشاف,3
بيتحكم,3
مخبي,3
وبيتحرك,3
بيحبها,3
موبايل,3
تليفون,3
خليهم,3
ويطلع,3
مامتها,3
يبقوا,3
وعملت,3
بتحدد,3
تصدقوش,3
تنامي,3
افرض,3
وبتسال,3
تبعد,3
بيشارك,3
مواطن,3
بيواجه,3
بيؤدي,3
هتحقق,3
لناس,3
لموضوعنا,3
هيديك,3
خلصنا,3
بتتضمن,3
بعرض,3
بتتطلب,3
مولع,3
بتستخدم,3
غفر,3
رجول,3
بيقطع,3
حطيت,3
هتخرج,3
تكلم,3
هتعرفي,3
الغدا,3
تجنن,3
ازيك,3
عمو,3
هتاكليها,3
عينيهم,3
عبيطه,3
وهعمل,3
باكل,3
بنص,3
وش,3
بتحبها,3
كناش,3
اصلها,3
مخ,3
انضف,3
الصراحه,3
طبع,3
ققول,3
ضمش,3
باظ,3
هدوم,3
تزعلوش,3
يتصلح,3
عملتيها,3
اليومين,3
قلتلك,3
هاكل,3
وجمبري,3
جايلك,3
زقان,3
اعملها,3
قلتوا,3
كداب,3
يوه,3
اتفضلوا,3
عندناش,3
جالي,3
واف,3
ياه,3
دوقي,3
البتاعه,3
يجوا,3
اوعي,3
بتلبس,3
وكيت,3
السكه,3
بتقبل,3
بادئ,3
وهنشوف,3
وشغاله,3
الصح,3
بيفرق,3
وخلينا,3
بتلاقي,3
بنصح,3
بدام,3
بيجيلك,3
اجيبها,3
افكرك,3
حطه,3
بالانجليزي,3
سيب,3
وتشد,3
فهمتش,3
وتجيب,3
ثقه,3
هشيل,3
بتشتكي,3
اخواتنا,3
حاطط,3
نخش,3
ومعايا,3
بتجيب,3
لات,3
صاحبك,3
تزعلك,3
عطيك,3
وكام,3
هطرح,3
هتاثر,3
فبن,3
طلعوا,3
بخ,3
هقوم,3
دماغي,3
بيفرقش,3
مبتعد,3
مقترب,3
التالثه,3
التالته,3
هيطلب,3
وهوريك,3
جايبها,3
قظف,3
بيكم,3
نشيل,3
ومبسوط,3
هينفعك,3
قدرناش,3
سابتش,3
هرجع,3
بنستخدم,3
عارفينها,3
رجعت,3
بتتعمل,3
بيعتمد,3
وتشوف,3
للمستوى,3
بتسال,3
وهناخد,3
مقفول,3
وتاخد,3
تسيب,3
بتتفرج,3
البدل,3
هيخليه,3
بينط,3
شافت,3
هيتضرب,3
بالهم,3
طايره,3
كابتن,3
قصاده,3
ايديه,3
يسرخ,3
تخليش,3
القلم,3
الونش,3
رجليه,3
صعبان,3
معقوله,3
قدامها,3
بحس,3
ريتني,3
غلطان,3
غصب,3
شايفك,3
بصلي,3
ماتش,3
اسمعوا,3
ضهر,3
اخره,3
اوكي,3
زيها,3
تفرح,3
هتشوفها,3
هتشيل,3
معمول,3
بالسقف,3
وتمشي,3
فييه,3
بتعلي,3
باللحمه,3
تجيبي,3
ماليش,3
جاوبوا,3
هاخده,3
تعليش,3
مس,3
هتجيبي,3
سيبوني,3
هنكمل,3
محتاجاه,3
هدخل,3
خروف,3
بتتكلمي,3
التورته,3
نصها,3
جوزك,3
وتكييف,3
معهوش,3
زعلت,3
الشراب,3
فاتح,3
هتزول,3
هتتعب,3
ملهوف,3
تسبيح,3
هنبشر,3
بنقي,3
لمين,3
الداتا,3
بتدينا,3
للصوره,3
جروب,3
وتوطي,3
وتحط,3
هتخطف,3
اللمبه,3
تشغلها,3
بيجوا,3
تلقط,3
هتظهر,3
هتفكر,3
البروسيسور,3
طولت,3
واقوللك,3
بتشد,3
ببعد,3
واخدت,2
قدرتش,2
بصينا,2
بيتمتع,2
اطورت,2
الجارسي,2
منيع,2
الجوسي,2
اتسببت,2
هيوصلنا,2
الضهر,2
المهتمين,2
والعصر,2
هياخدنا,2
خلاها,2
وقدرت,2
تثقيل,2
يفضلوا,2
بيجمعوا,2
يكتشفوا,2
وعنده,2
تشوفهاش,2
الكروماتوفور,2
اخدنا,2
بالدقه,2
الع,2
بيكتشف,2
داعي,2
يتسائلوا,2
فاكرينه,2
الدلائل,2
تركيبه,2
وتعملوا,2
مستخبي,2
يقرب,2
صحي,2
نايم,2
بقاله,2
ويسيب,2
العربيات,2
بلبس,2
طيارات,2
بالصبح,2
بيعادل,2
يطمنوا,2
بنكون,2
بنعرفه,2
تنهار,2
تغرق,2
الاكيد,2
هيسبب,2
صورت,2
بيستخدموها,2
لهمم,2
بتؤكد,2
بيرجعوا,2
لضعف,2
الضل,2
بيخليه,2
خليناها,2
بيجيبوا,2
هتستخدم,2
بيصحى,2
ويجي,2
نايمين,2
بتعرفك,2
بيسمح,2
هيقل,2
هيزود,2
بتتنقل,2
بيحرر,2
فالساعه,2
مكملين,2
هينقل,2
وبتخلي,2
بتسمع,2
بيعرفك,2
للثانيه,2
وي,2
الك,2
متخيل,2
اتعاملت,2
وللسبب,2
مقصود,2
والشوكه,2
اهتزازات,2
هيطلعوا,2
هتفتح,2
هتقفل,2
هيفتح,2
فتيجي,2
بيتفعل,2
هيسمح,2
وهتكتشف,2
هتغير,2
بيسموه,2
وبيدور,2
السسبنس,2
وبيغير,2
الرخم,2
خده,2
استثاره,2
فخليني,2
وعدد,2
مادام,2
إزاي,2
كدا,2
تشوفها,2
النقط,2
تتقسم,2
توصله,2
تغيرات,2
بتبقاش,2
بتكونش,2
نعرفهاش,2
هنشوفها,2
مكنة,2
حتت,2
شايله,2
ويحركها,2
كومتون,2
بتعتبر,2
كتيرة,2
أكتر,2
إيد,2
لمدار,2
هيدور,2
تعتبره,2
اتبنت,2
المدرات,2
والفرضية,2
ويشوف,2
لمجموع,2
بيولده,2
ياخده,2
مؤثر,2
بتتدخل,2
بتوصف,2
بتوصلش,2
اعرفش,2
ملط,2
يكونش,2
كهربي,2
هياش,2
واتحولت,2
بيختفي,2
الباقيين,2
بتتكسر,2
الزرية,2
١٦,2
فحتى,2
للاكسجين,2
الماية,2
بيحلل,2
تلاتين,2
التامن,2
حركات,2
بتدي,2
بييجي,2
يتحط,2
مكانش,2
نتوقع,2
وقدرنا,2
بيفقد,2
لعنصر,2
بيتحول,2
افصلهم,2
بيحرق,2
وطلع,2
بتنتج,2
تربينات,2
بالزبط,2
وبيسحب,2
برة,2
تشبك,2
بتشغل,2
التلات,2
مزنوقين,2
نيتروجين,2
حامضية,2
الرئة,2
بتتنفس,2
بتبح,2
وحصل,2
زمايله,2
يستنى,2
لبنته,2
هتستغرب,2
جري,2
بيمارس,2
بتحبه,2
بتدرس,2
خارجه,2
عربيتها,2
بالعربيه,2
اتفتحت,2
السواق,2
صاحبتها,2
تفك,2
بيلف,2
هيمشي,2
ينطوا,2
جواب,2
تتقارن,2
هتعملوه,2
عجبكم,2
بتمنع,2
بيحكيها,2
كافر,2
صلا,2
هتتعدم,2
بتتمناه,2
بيشرب,2
يقابل,2
فواحد,2
مؤذي,2
تسمعني,2
بيحترق,2
فهن,2
وبيفضلوا,2
فالزمن,2
هيقضي,2
للموضوع,2
وخسف,2
هيظهر,2
هينتشر,2
وهيخرج,2
ثانيين,2
فبيكون,2
بيامن,2
بتفرق,2
هيخرج,2
لناش,2
نبص,2
والليله,2
بيرد,2
فبينزل,2
بيسالش,2
بيسالوا,2
بتوعدنا,2
عايزكم,2
فبيح,2
ودانهم,2
بتزن,2
يردوا,2
بتبكي,2
دهب,2
توعدني,2
واثناء,2
فبص,2
فبيع,2
هشتري,2
للراجل,2
خلقه,2
برس,2
هتقع,2
بتسالني,2
دافعوش,2
تاجر,2
بيخرج,2
اتقتل,2
هنلاقيه,2
يعملوه,2
بينجذب,2
بتعبر,2
بقوش,2
يغيروا,2
هن,2
للجنه,2
خلاهم,2
شايلين,2
بيضع,2
هيتقبل,2
هبيل,2
ويلف,2
اتولدت,2
بيحمل,2
بيحكوا,2
بيخلينا,2
بيبحث,2
عاوزاه,2
والطبقه,2
روبين,2
وطبيعي,2
غني,2
حواليهم,2
لبيت,2
بتجرها,2
هتنتهي,2
يخترق,2
بقاش,2
تنتشر,2
وصلش,2
جا,2
هيتولد,2
بتنفع,2
بتضر,2
بيجر,2
بيعبد,2
بيتكتب,2
بيخلص,2
بتروح,2
هنعدي,2
بنسمع,2
بيدعي,2
نعدي,2
بلاقيهم,2
هيشفع,2
جد,2
هيمر,2
ادمرت,2
لليوم,2
وبينزل,2
ملايكه,2
بتحتفل,2
وراجع,2
صعيد,2
وبيعمل,2
بيقولها,2
بيدعوا,2
فاكرينهم,2
سموا,2
بيقدرش,2
بنلاحظ,2
بيصطاد,2
فليه,2
يركز,2
بيلاقوا,2
يتكلموا,2
وخنازير,2
بيصطادوا,2
ظاهر,2
وبتاثر,2
هنلاحظ,2
هيفضلوا,2
والامر,2
بتشهد,2
الفتيه,2
وحسوا,2
طولوا,2
جعانين,2
اتبدلت,2
واسوار,2
جداد,2
اتذكرت,2
بتتقال,2
فتيه,2
رجعوش,2
شاركت,2
جرس,2
هيتسبب,2
معادنا,2
كيرلي,2
للشعب,2
وهب,2
يترجموا,2
هاشتاج,2
بتهم,2
بيتصدر,2
وعارفين,2
لحين,2
بياكد,2
رجعوهم,2
بنجيب,2
كنتوا,2
قاسي,2
بتنام,2
عيلتك,2
واعي,2
اتمرنت,2
مرتب,2
تقفل,2
يقدروا,2
بتفتحش,2
ماموس,2
عيله,2
حسوا,2
بيقود,2
ووقتها,2
يفوقوها,2
وبيحاولوا,2
بيحبس,2
وبيطلب,2
يفشلوا,2
بيحرك,2
وبتجري,2
منتظره,2
وهيفتح,2
عايشه,2
نشوفها,2
نسيب,2
يلاقوا,2
الج,2
وبنشوف,2
بيهجم,2
وبنعرف,2
وبيبدا,2
يفك,2
وبيحاول,2
تدي,2
وبيوصل,2
نازلين,2
وبيبداوا,2
موازي,2
نضاره,2
ساعدوه,2
بيمسك,2
بيرميه,2
سواق,2
بيصور,2
وبينشر,2
فبيتحول,2
لحديث,2
هربان,2
الكهربي,2
بيضرب,2
يسيبوا,2
مستنياها,2
تبع,2
يزعق,2
وبيتخيلوا,2
هيقتله,2
توقفه,2
فبيظهر,2
عضو,2
وبتبدا,2
يضغط,2
وبيفتح,2
شافش,2
نمره,2
مكنه,2
هيسرقوا,2
بيتصل,2
والاثنين,2
تجي,2
يهربوا,2
بيرتفع,2
بنلاقيها,2
قايلين,2
ياثر,2
شباك,2
كتم,2
بيضربوا,2
شغله,2
هيضمن,2
ايديها,2
اتحبست,2
جوزي,2
بينتشر,2
اتعرض,2
كافي,2
وصوت,2
بسال,2
بيفيد,2
هنلعب,2
هناخد,2
بيساهم,2
وبتتزايد,2
هتتعامل,2
هتعجبك,2
لاستنزاف,2
وتبدد,2
هتسالني,2
بتقدمها,2
هتحتاجها,2
هتركز,2
هتضيف,2
هتستخدمها,2
تدخلها,2
شاركش,2
ايدين,2
هيشتري,2
بالت,2
ووقت,2
اتقالت,2
تسيبها,2
كومنت,2
تذيع,2
وفكره,2
