MSA_word,count_MSA
فماذا,9
تعلمون,9
الفتحة,9
ادع,9
قلها,9
الأندرويد,9
لأكثر,8
الأحداث,8
أدى,8
أخذت,8
بواسطة,8
بالمناسبة,8
الأشجار,8
الغابة,8
الأجسام,8
الأساسية,8
الطبقة,8
ثوان,8
رأيك,8
بمفرده,8
وسوف,8
يسبب,8
أكل,8
وبهذا,8
وجدوا,8
يصبح,8
إنهم,8
رائحة,8
العلامة,8
ممتازة,8
الأمريكي,8
صنعت,8
الإشارة,8
ستعرف,8
بسيطا,8
يجوز,8
نجد,8
صعبا,8
كرة,8
وبذلك,8
وأين,8
أكسيد,8
أوه,8
أقوله,8
الأسئلة,8
أملك,8
يشغل,8
الحصول,8
الدولة,8
امرأة,8
العربية,8
ويأخذ,8
يكونون,8
آلاف,8
الأحوال,8
ابنتي,8
الأشعة,8
يصح,8
الحكاية,8
يخاف,8
أساطير,8
أقدم,8
المعركة,8
معركة,8
كسرى,8
إطلاقا,8
الوحيدة,8
أمسك,8
نبينا,8
أمامنا,8
أبو,8
العودة,8
الأمان,8
أكتوبر,8
الإعجاب,8
آسف,8
آكل,8
يقفز,8
الأساسي,8
لإنشاء,8
الأدوات,8
أوروبا,8
للأشخاص,8
الصوتية,8
صحيح؟,8
أحتاج,8
جلبت,8
تضغطوا,8
إصدار,8
التهوية,8
يأتيك,8
أعطني,8
المتوسطة,8
آر,8
وخذ,8
متجهة,8
بخمسة,8
تريدون,8
تترك,8
الزراعة,8
إيفن,8
اليوم؟,8
آيس,8
محول,8
تشغيله,8
يزداد,7
جعلت,7
شعرت,7
يجعله,7
مناسبة,7
الأنظمة,7
لأحد,7
دفعة,7
الدقيقة,7
يبتعد,7
ينتهي,7
أعتقد,7
أنفسهم,7
الشخصية,7
وخاصة,7
أجمل,7
فإنه,7
ذهبت,7
نوعان,7
ظاهرة,7
يأتون,7
ببساطة,7
وكلما,7
تؤثر,7
دقة,7
تسأل,7
فأنا,7
الأخير,7
تسير,7
رحلة,7
قادرا,7
كم؟,7
فنحن,7
نعلم,7
داخلها,7
وتدور,7
داخله,7
فسيكون,7
استطاع,7
سؤالا,7
بقية,7
سنفعل,7
سيصبح,7
يعطيني,7
الكلام؟,7
ألمانيا,7
فارغة,7
يتبق,7
أحمر,7
جماعة؟,7
الأخبار,7
إدوين,7
أصلي,7
قائلا,7
يضع,7
ينبغي,7
المدة,7
صحة,7
يرون,7
الملائكة,7
الأصنام,7
أبي؟,7
لتصلك,7
الآثار,7
الإنجليزي,7
عادية,7
أصل,7
حيا,7
رحمة,7
أرض,7
غريبا,7
حكاية,7
ورحمة,7
فعلوا,7
أمور,7
يحاولون,7
نسخة,7
ينظر,7
سيأخذ,7
زلنا,7
أكمل,7
أداء,7
وسأخبرك,7
المالية,7
فأنت,7
ستعمل,7
الإضاءة,7
منصة,7
الأخطاء,7
أيتها,7
بالحليب,7
يأكلون,7
رائعة,7
أكلت,7
أكن,7
أر,7
الإندومي,7
اذهبي,7
أسأل,7
الثانوية,7
تدعو,7
لماذا؟,7
الأرضي,7
إل,7
أزرار,7
إتش,7
تقاس,7
تأكد,7
ذاك,7
يخبرك,7
المحصلة,7
لنبدأ,7
صفرا,7
ما؟,7
أسبوع,7
أراها,7
أغلق,7
يمينا,7
الألم,7
يقوله,7
إليكم,7
خذي,7
دجاجة,7
السماعة,7
الآي,7
يؤكد,6
هائلة,6
للحلقة,6
حادة,6
رأسه,6
تنته,6
يروا,6
تراه,6
سنكون,6
يجعلك,6
وأكثر,6
الجزيرة,6
والعودة,6
تقع,6
تبقى,6
الأرقام,6
الإشعاع,6
أعجبتكم,6
بدأوا,6
مختلفا,6
أشعة,6
تفعله,6
سيتغير,6
يستيقظ,6
تقلق,6
لآخر,6
ستزيد,6
ستحتاج,6
ويبدأ,6
تستمر,6
التجارية,6
فلماذا,6
يمكنها,6
سأتمكن,6
صوتا,6
حولك,6
جئنا,6
ويعود,6
لتعرف,6
سيتمكن,6
وانتبه,6
انتبهت,6
آتي,6
إشعار,6
دائرة,6
تتذكر,6
يفعله,6
ستقل,6
ستحدث,6
أساسية,6
أراد,6
بأربع,6
يعملون,6
ستجده,6
يجلب,6
أوزانها,6
يوضع,6
المئة,6
تنسى,6
لتكون,6
استخدامها,6
تعطيك,6
يحترق,6
نظرت,6
يقترب,6
وبالنسبة,6
أحصل,6
بداخله,6
الحادثة,6
أخبار,6
وأول,6
بالخارج,6
تنتظر,6
نأتي,6
شعر,6
بعيدا,6
بجانبه,6
أمك,6
فبدأ,6
نكن,6
سيبقى,6
العادية,6
الأنبياء,6
أمتي,6
نفسية,6
إليهم,6
جنة,6
الدعوة,6
سأكون,6
به؟,6
الناس؟,6
الأب,6
لغة,6
آل,6
فعندما,6
زوجة,6
الحضارة,6
وربما,6
الأكثر,6
يعبدون,6
يصلون,6
لأقول,6
الأمم,6
وبدأوا,6
السعودية,6
يسألك,6
الآلهة,6
وهؤلاء,6
يعيشون,6
الكرة,6
اضغطوا,6
أطفال,6
نعود,6
وتجد,6
عال,6
خطة,6
الفضائية,6
كلاهما,6
والأجهزة,6
غرفة,6
أصيب,6
سأخذ,6
الأمن,6
ألعاب,6
الخدمة,6
الجولة,6
الرقمية,6
المناسبة,6
تتيح,6
كتابة,6
الأقصى,6
كأس,6
النهائية,6
سيعطيك,6
انتهينا,6
تتمتع,6
التجارة,6
سيبدأ,6
يعطينا,6
إطار,6
تحدثت,6
بعيدة,6
الألعاب,6
الأرز,6
أبيض,6
الفأر,6
انتظري,6
وإن,6
الذكية,6
سأحضر,6
أصدقائنا,6
تعرفين,6
سأعطيك,6
انظري,6
أتذكر,6
لأحضر,6
سيفوز,6
الثلاجة,6
ستظل,6
انتبهوا,6
سادة,6
ركعة,6
بسعة,6
الرياضية,6
نراه,6
تسعة,6
والكتلة,6
والزاوية,6
الأس,6
المساحة,6
بخطوة,6
القيمة,6
جسما,6
صفرا؟,6
تصبح,6
آخذ,6
قياسية,6
ومعنا,6
تحته,6
القمرية,6
فضلك,6
كيف؟,6
آلهة,6
ألوان,6
يفعلون,6
ستضرب,6
المخبأ,6
كأنه,6
مغلقة,6
العامة,6
وصورة,6
سنبدأ,6
يجلس,6
دجاج,6
أفعل؟,6
الآيس,6
معالجنا,6
الاحترافية,6
المركزية,6
أواخر,5
آخر؟,5
رهيبة,5
أثر,5
العاشبة,5
بيئة,5
صعبة,5
تمكنت,5
الطويلة,5
عملاقة,5
بإعجاب,5
ومشاركة,5
العملاقة,5
الشمالية,5
يتميز,5
بطول,5
أنحاء,5
مرتبطة,5
الأشكال,5
يحبون,5
إنتاج,5
أزرق,5
أخذنا,5
الأماكن,5
فضائية,5
خطيرة,5
تنخفض,5
الدرجة,5
بالكاد,5
الكاملة,5
وحدك,5
متساوية,5
الأربعة,5
أردت,5
أمير,5
يؤثر,5
فهذه,5
تلو,5
واضحة,5
تصدر,5
أصنع,5
ترتدي,5
وترى,5
وأقول,5
أوضح,5
وتمكن,5
المشكلة؟,5
اعتبار,5
سنعرف,5
السهل,5
وتشترك,5
يتكون,5
اللذان,5
كيلوجرام,5
أكسجين,5
فيمكنك,5
وضعت,5
أخيرا,5
يهتم,5
إلكترونات,5
جديدا,5
المعقول,5
يلي,5
منهما,5
وتبدأ,5
لنعرف,5
الكهربائية,5
أتي,5
مرتبطا,5
ابنته,5
الصراخ,5
إجازة,5
أسمع,5
الإسلام,5
الأعمال,5
الأقل,5
والأرض,5
القدرة,5
عبادة,5
رجلا,5
تسألني,5
متابعة,5
أخبرنا,5
مهارة,5
زال,5
إني,5
لمدينة,5
المفقودة,5
الأساطير,5
آثار,5
أريده,5
قويا,5
طيبة,5
تأكل,5
سيمر,5
خائف,5
السحرية,5
يقولها,5
ولأن,5
يدخلون,5
أخرج,5
يتذكر,5
رأوا,5
الإسلامية,5
يشعرون,5
عادة,5
الرئيسية,5
غزة,5
ترجمة,5
أمس,5
سندخل,5
وأنك,5
التوأم,5
بركة,5
ويجد,5
التقليدية,5
وظيفة,5
ستأخذ,5
القائمة,5
الخمسة,5
الأسرة,5
الإيطالي,5
لشيء,5
ستبدأ,5
الإحصائيات,5
للقناة,5
هدفا,5
وانتهت,5
ضرورة,5
الشقة,5
المشاركة,5
إتمام,5
أحدثك,5
الأجر,5
صناعة,5
تستنزف,5
الكتابة,5
المهارة,5
القراءة,5
صفحة,5
شبكة,5
الإعلانات,5
إياك,5
تمنحك,5
قائمة,5
يطلق,5
أنا؟,5
خالة,5
زريفة,5
أضع,5
للهول,5
أظن,5
وسنراكم,5
أختي,5
ابنة,5
أعطاك,5
أمامي,5
أرز,5
هدية,5
كبدة,5
عائلتنا,5
ونراكم,5
أرغب,5
أقصد,5
سيدخل,5
حبة,5
كنافة,5
إحداهما,5
وواحدة,5
تتأكد,5
تقرأ,5
أعتبره,5
الناحية,5
مشاهدة,5
جهازا,5
الرياضة,5
وسنرى,5
وصلة,5
أرضي,5
لأني,5
تحضر,5
رقمية,5
أترك,5
السبورة,5
المجسمة,5
نسميه,5
بأس,5
لي؟,5
صديقي؟,5
الكمية,5
رياضية,5
ستحصل,5
تشتكي,5
سيئة,5
يمثله,5
حسنة,5
سيتحرك,5
الأفقي,5
أتعامل,5
أوجد,5
تناقصية,5
رسمة,5
أدخل,5
بثلاثة,5
أف,5
المعاكس,5
تجاه,5
ومرة,5
متعب,5
سيظل,5
كلاما,5
مرتفع,5
وستكون,5
الإله,5
قوله,5
إزالة,5
مركبة,5
لستم,5
مثله,5
بالصدفة,5
الطائرة,5
بضعة,5
الإنس,5
الإبراهيمية,5
يغضب,5
أجلس,5
أوريو,5
أرحم,5
السادة,5
الساندويتش,5
اجلس,5
يعني؟,5
الأخلاق,5
البشارة,5
النبي؟,5
سأعمل,5
جودة,5
الهوائي,5
تنزيل,5
وراءها,4
المفترسة,4
ويحدث,4
سابقا,4
السيطرة,4
واسعة,4
طبقة,4
استطاعت,4
القوية,4
التعامل,4
ثان,4
حرا,4
وهذان,4
وفريدة,4
سببا,4
طبيعية,4
الميزة,4
أسود,4
سيجعلنا,4
وتحديد,4
الدقة,4
البشرية,4
وجبة,4
نظرية,4
أساسي,4
المرجانية,4
الحكومة,4
كيلومترات,4
أغسطس,4
الجوية,4
العالية,4
الخيالية,4
الشهيرة,4
تشاهد,4
تعطل,4
الأسماك,4
الأفاعي,4
جزيرة,4
الصناعية,4
يصعب,4
وبدأت,4
يؤمنون,4
يد,4
تخبرك,4
يستخدمون,4
الأجزاء,4
وتصل,4
ويصدر,4
معينا,4
وقليل,4
الإسكندرية,4
وكأنك,4
تخطئ,4
بأكثر,4
متصل,4
بالتحديد؟,4
أدق,4
الكثيرون,4
ستنتج,4
كهربائية,4
سيفتح,4
تلقاء,4
سيقوم,4
أسرع,4
خاطئة,4
وللأسف,4
يصطدم,4
يستمر,4
قصيرة,4
إحضار,4
فالذي,4
يعطي,4
أصبحنا,4
بتفعيل,4
ينهي,4
سقوطا,4
صنعتها,4
تحركت,4
ويظل,4
لترى,4
والنصف,4
يتضح,4
نأخذ,4
نريدها,4
وبهذه,4
استمرت,4
ثابتا,4
إدخال,4
بغض,4
ستخرج,4
تلي,4
وإلى,4
المتشابهة,4
أقسم,4
أعرفها,4
يستطع,4
أمامها,4
لأرى,4
الأسهل,4
سيزداد,4
متساويا,4
لهما,4
أعمق,4
بجانبها,4
التوربينات,4
ترتبط,4
سيزيد,4
الأدينوسين,4
آلة,4
لكان,4
حالكم,4
الأوان,4
ليعرف,4
قادما,4
والثلاثة,4
شعروا,4
الخلفية,4
جميلا,4
المرأة,4
العيش,4
وقل,4
يظل,4
وأحضر,4
الخاتمة,4
أسألك,4
الآيات,4
يأتيان,4
ستذهب,4
ويستمرون,4
سنتعرف,4
ستنتهي,4
مكة,4
يصلوا,4
مثالا,4
الإبل,4
أمراض,4
العبادة,4
أيديهم,4
يدعو,4
العشرة,4
جذع,4
يصنع,4
أعرفك,4
وعاد,4
جاءني,4
المال؟,4
إنا,4
الفراعنة,4
عديدة,4
الهائلة,4
اللغة,4
أخيه,4
يحملون,4
المشي,4
رويت,4
الصحة,4
باللغة,4
أبواب,4
عروة,4
الأراضي,4
وشاهد,4
التحدث,4
الأحدب,4
ليصلك,4
وأشياء,4
نصل,4
نخرج,4
فيها؟,4
كأن,4
نملة,4
أحضرتها,4
الأولاد,4
يعاني,4
أنفسكم,4
بالملل,4
يجدوا,4
وبالتأكيد,4
أمامهم,4
يخرجون,4
بأنهم,4
مضى,4
وأنهم,4
يلعبون,4
وزارة,4
الإسرائيلي,4
الأخضر,4
ننتقل,4
بحركة,4
وقتا,4
تأتيك,4
وتضع,4
كلية,4
إجابة,4
تلتقط,4
تعطيه,4
واقفة,4
والقوة,4
إيطاليا,4
إنسانا,4
الكهربائي,4
تركت,4
إلكتروني,4
ويذهب,4
يشعل,4
بأكملها,4
يهمه,4
ويتم,4
خدعة,4
فتصبح,4
الإنتاج,4
المدرسة,4
أسئلة,4
المباراة,4
الأوسط,4
حتمية,4
العاصمة,4
الإمارات,4
جلسة,4
أراكم,4
صفقة,4
عظيمة,4
ستتعامل,4
خصيصا,4
الوحدة,4
سيصل,4
إعداد,4
بعد؟,4
وثمانية,4
السريعة,4
الاعتبار,4
أسباب,4
دراسة,4
أصعب,4
سأشرح,4
لشركة,4
الخارجية,4
تناول,4
الصغار,4
طبيب,4
سيرة,4
الأمر؟,4
حالك,4
تتحدثين,4
شيئا؟,4
الجبنة,4
ننتهي,4
ذروة,4
جدتي,4
بتحدي,4
واجلس,4
قطة,4
فمك,4
حميدة؟,4
جالسا,4
شطة,4
نومي,4
بيضة,4
أفكر,4
الفائز,4
كعكة,4
بإزالة,4
تقصد,4
حاج؟,4
وأخبروني,4
مسابقة,4
ترين,4
بطيخة,4
ظريفة؟,4
أمها,4
بعضكم,4
أريدها,4
أتى,4
أستغفر,4
الإيمان؟,4
الآخرة,4
أعود,4
هذه؟,4
حلها,4
تقبل,4
ناشر,4
أتينا,4
تريدها,4
البرمجيات,4
سيعمل,4
محترمة,4
الأزرار,4
أسفل,4
مستشعر,4
ومعك,4
أحضرها,4
والعجلة,4
الزاوية؟,4
اترك,4
أبعادها,4
خاطئا,4
تربيع؟,4
واحد؟,4
أخبرني,4
فارغ,4
نسمي,4
أصدقائك,4
بأربعة,4
سأحصل,4
هكذا؛,4
البعض؟,4
وقيمته,4
لثلاثة,4
عددية,4
للسرعة,4
تزايدية,4
نختلف,4
وضعنا,4
مماسا,4
العجلة؟,4
الابتدائية,4
نظرة,4
ويريد,4
اجعلها,4
كيلومترا,4
أستاذ؟,4
مني؟,4
حصلنا,4
الرسمة,4
للأعلى,4
سعيد,4
منطقية,4
صحراوية,4
الواضح,4
المقاومة,4
هاتين,4
أسماء,4
هاتفك,4
المصريون,4
نحتاج,4
أنين,4
يعتمد,4
احتمالية,4
الاحتمالية,4
كاملا,4
الأسرار,4
بجولة,4
أطلقت,4
للخروج,4
كالمعتاد,4
توقفت,4
بديلا,4
بيديه,4
مفتوحة,4
الأبرار,4
للجميع,4
الماسونية,4
يتمنون,4
تقول؟,4
شمالا,4
وتأخذ,4
سيفعل,4
الكعبة,4
عدت,4
حفل,4
تقولين,4
آنسة,4
الدجاجة,4
فرشاة,4
ببعضنا,4
الكعكة,4
نأخذها,4
البطيخة,4
الكبدة,4
البيضة,4
سأفعل,4
المروحة,4
الصحبة,4
نسأل,4
الأذان,4
الجنة؟,4
يراني,4
للخوادم,4
مشاركة,4
الأي,4
تهوية,4
ألفي,4
لمجموعة,3
فأكثر,3
جاذبية,3
الأطلسي,3
مخفية,3
للأمام,3
أجسام,3
يضيء,3
المزهرة,3
أطنان,3
التكيف,3
فليس,3
الصدفة,3
الزمنية,3
تطورت,3
لتجد,3
التقسيم,3
طنا,3
يتمتع,3
بألوان,3
تتأقلم,3
اكتشافها,3
جعلها,3
الضخمة,3
يتراوح,3
ترسانة,3
جراما,3
الاستوائية,3
ومختلفة,3
يربط,3
المحيطة,3
البيئية,3
تشمل,3
تتضمن,3
قمة,3
العائلة,3
تجذب,3
المائية,3
أنهار,3
ساخنة,3
ويدعم,3
رأينا,3
أنثى,3
أغلب,3
أنواعا,3
موضوعا,3
والأسود,3
أفلام,3
أسلحة,3
بأنواع,3
أجريت,3
إرادي,3
يتساءلون,3
آرائكم,3
الخطيرة,3
القنبلة,3
الإشعاعي,3
النووية,3
الاقتراب,3
استيقظ,3
حرائق,3
مئوية,3
نشطة,3
رؤيته,3
النزول,3
وطائرات,3
تسرب,3
المشعة,3
خطورة,3
ثعبان,3
يموتون,3
القطبية,3
الجغرافية,3
تحديا,3
كارثة,3
يستخدمونها,3
ومجموعة,3
المؤامرة,3
وأكبر,3
وجدوه,3
تؤكد,3
المستحيل,3
جماعية,3
والدقيقة,3
مدة,3
أسهل,3
الآخرون,3
شيء؟,3
وأرادوا,3
يسمح,3
لمعرفة,3
تنتقل,3
إثبات,3
يحرر,3
تعيده,3
البندولية,3
تمكنا,3
متعة,3
الحين,3
والآخر,3
الإغريق,3
ليقوم,3
يظن,3
اهتزازة,3
بالكهرباء,3
ابني؟,3
وستقوم,3
تقابله,3
مثلا؟,3
أرخص,3
مليارات,3
إلكترون,3
ويدور,3
الموضوع؟,3
الفوتون,3
صدمة,3
نخطئ,3
ستحل,3
أليست,3
الحرارية,3
تأكلها,3
مضروبا,3
أوقفت,3
جهة,3
أشخاصا,3
ينخفض,3
النصف,3
النقاط,3
الزمن؟,3
وحدث,3
السبعة,3
أحدهما,3
سنقول,3
أعرفه,3
بالإعجاب,3
تأثيره,3
لتقليل,3
وتأكد,3
يأت,3
ستأتي,3
الأضواء,3
ينبعث,3
تدريجيا,3
يدعى,3
إشراف,3
رذرفورد,3
سيدور,3
سيختفي,3
اعتباره,3
ينفصل,3
سأطرح,3
يأخذه,3
تحقيقه,3
للإلكترون,3
وسنعرف,3
أزال,3
توقفنا,3
الثامن,3
والأكسجين,3
ونضع,3
ووجدت,3
أوزان,3
تنقسم,3
تمام؟,3
وجدنا,3
بإجراء,3
عنصرا,3
يكتسب,3
مشابها,3
الكيمياء,3
بثمانية,3
خصائصه,3
التنبؤ,3
الضربات,3
ألفا,3
مئة,3
أولى,3
وأصبح,3
يشتعل,3
يسمونها,3
يتعرض,3
حين,3
أداة,3
أذكى,3
الآلة,3
زائدة,3
يعتبرون,3
أخفي,3
أطيل,3
المقدمة,3
ينتظر,3
الحادث,3
رأيته,3
مشغولة,3
تحبه,3
الأحياء,3
الجامعة,3
اللواتي,3
الإجازة,3
أنهت,3
ابق,3
دولارات,3
ومشى,3
جالسين,3
بأيديهم,3
كثرة,3
الرائع,3
أرجل,3
كانا,3
أبريل,3
منزعجا,3
الأزواج,3
بزيادة,3
عجيبة,3
مستمرة,3
تخبرني,3
يشير,3
وخسوف,3
والمؤمنون,3
لأهل,3
أستخدم,3
الأنسب,3
ويستطيع,3
قراءة,3
وأهل,3
يتضمن,3
آمنا,3
سيجلب,3
وسيقول,3
مثلما,3
سماع,3
العمالقة,3
وتحتوي,3
أنكم,3
نحكي,3
العاصفة,3
تتجه,3
الخشبة,3
ومعهم,3
شجرة,3
الشجرة,3
صخرة,3
متأخرا,3
الموعد,3
تأخرت,3
أبدأ,3
ابنتها,3
الأقرع,3
أعطه,3
تريده؟,3
ليرى,3
يمكنهم,3
يخبرنا,3
يعودوا,3
اختراق,3
وصفها,3
لعبادة,3
المستجدات,3
قلة,3
أبوهم,3
هيئة,3
المسلمون,3
سيفعله,3
أرسل,3
قائما,3
مفقودة,3
تحكي,3
أشعلت,3
سنتظاهر,3
أساس,3
المعرفة,3
الحالية,3
المصرية,3
أسطورة,3
صعوبة,3
